-5.000000;4.000046
-7.000000;4.000004
-9.000000;5.999998
-11.000000;6.000003
-12.000000;5.000004
-14.000000;5.000001
-12.000000;4.000000
-14.000000;3.000000
-12.000000;3.000001
-11.000000;2.000000
-10.000000;2.000000
-9.000000;1.000000
-9.000000;0.000000
-8.000000;-1.999998
0.000000;-3.000003
3.000000;-2.000001
5.000000;-1.999997
10.000000;-2.000003
19.000000;-2.000005
4.000000;0.000000
19.000000;4.000000
4.000000;2.000000
2.000000;3.000000
6.000000;9.000001
10.000000;11.000003
7.000000;11.000005
5.000000;10.999999
3.000000;11.000003
1.000000;10.000002
-5.000000;4.000000
